* Freq(Hz)	SPL(dB)
8250.000000	4.076
8380.000000	3.948
8500.000000	3.804
8620.000000	3.634
8750.000000	3.422
8850.000000	3.237
9000.000000	2.933
9120.000000	2.672
9250.000000	2.381
9380.000000	2.088
9500.000000	1.820
9620.000000	1.558
9750.000000	1.279
9880.000000	1.008
10000.000000	0.765
10150.000000	0.466
10300.000000	0.165
10440.000000	-0.134
10600.000000	-0.522
10750.000000	-0.952
10900.000000	-1.457
11060.000000	-2.061
11200.000000	-2.620
11380.000000	-3.330
11500.000000	-3.770
11720.000000	-4.467
11800.000000	-4.680
12060.000000	-5.224
12200.000000	-5.425
12410.000000	-5.616
12500.000000	-5.662
12650.000000	-5.699
12800.000000	-5.696
13150.000000	-5.587
13200.000000	-5.564
13400.000000	-5.471
13600.000000	-5.377
13800.000000	-5.293
14000.000000	-5.219
14300.000000	-5.125
14500.000000	-5.077
14750.000000	-5.042
15000.000000	-5.036
15250.000000	-5.063
15500.000000	-5.119
15750.000000	-5.200
16000.000000	-5.305
16250.000000	-5.432
16500.000000	-5.585
16750.000000	-5.764
17000.000000	-5.974
17250.000000	-6.217
17500.000000	-6.497
17750.000000	-6.820
18000.000000	-7.192
18250.000000	-7.616
18500.000000	-8.096
18750.000000	-8.630
19000.000000	-9.212
19250.000000	-9.838
19500.000000	-10.474
19750.000000	-10.998
20000.000000	-11.204
