* Measurement data measured by REW V5.20.13
* Source: EQ window target shape
* Format: 
* Dated: Oct 12, 2023 3:57:55 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Target RMS Average 1
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
7561.350098	3.630
7616.142578	3.577
7671.332031	3.537
7726.921875	3.500
7782.914551	3.463
7839.312500	3.422
7896.119629	3.381
7953.337891	3.344
8010.971191	3.309
8069.021973	3.278
8127.493164	3.248
8186.388672	3.219
8245.710938	3.186
8305.461914	3.141
8365.647461	3.096
8426.267578	3.061
8487.328125	3.022
8548.831055	2.964
8610.779297	2.903
8673.176758	2.856
8736.026367	2.805
8799.331055	2.740
8863.094727	2.664
8927.320312	2.579
8992.010742	2.487
9057.170898	2.391
9122.802734	2.293
9188.910156	2.192
9255.497070	2.088
9322.566406	1.984
9390.121094	1.877
9458.166016	1.769
9526.704102	1.658
9595.738281	1.543
9665.273438	1.428
9735.311523	1.317
9805.857422	1.206
9876.915039	1.083
9948.487305	0.970
10020.578125	0.887
10093.191406	0.809
10166.331055	0.708
10240.000000	0.610
10314.203125	0.537
10388.944336	0.474
10464.226562	0.421
10540.054688	0.368
10616.432617	0.299
10693.363281	0.234
10770.852539	0.189
10848.902344	0.154
10927.517578	0.118
11006.703125	0.090
11086.461914	0.091
11166.798828	0.094
11247.718750	0.076
11329.223633	0.052
11411.320312	0.035
11494.011719	0.021
11577.301758	0.014
11661.195312	0.011
11745.697266	0.002
11830.811523	0.006
11916.542969	0.042
12002.894531	0.084
12089.873047	0.109
12177.480469	0.133
12265.723633	0.174
12354.606445	0.211
12444.132812	0.222
12534.308594	0.234
12625.136719	0.266
12716.624023	0.307
12808.773438	0.355
12901.591797	0.401
12995.082031	0.437
13089.250000	0.463
13184.099609	0.472
13279.636719	0.481
13375.867188	0.512
13472.793945	0.542
13570.422852	0.554
13668.759766	0.561
13767.809570	0.573
13867.577148	0.580
13968.067383	0.568
14069.285156	0.549
14171.237305	0.526
14273.927734	0.504
14377.362305	0.492
14481.546875	0.481
14586.486328	0.469
14692.185547	0.452
14798.651367	0.424
14905.888672	0.392
15013.902344	0.368
15122.700195	0.342
15232.285156	0.295
15342.664062	0.249
15453.843750	0.228
15565.829102	0.208
15678.625000	0.173
15792.239258	0.131
15906.675781	0.089
16021.942383	0.039
16138.043945	-0.030
