* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of Aug 6, Aug 6, Aug 6
* Dated: Aug 6, 2023 9:16:16 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Averaged data produced from the rms magnitudes of Aug 6, Aug 6, Aug 6
* Measurement: RMS Average 1
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
2030.000000	80.343
2060.000000	80.419
2090.000000	80.553
2120.000000	80.705
2140.000000	80.828
2180.000000	81.020
2200.000000	81.090
2240.000000	81.320
2270.000000	81.571
2300.000000	81.814
2330.000000	82.034
2360.000000	82.261
2400.000000	82.573
2430.000000	82.787
2470.000000	83.080
2500.000000	83.269
2540.000000	83.477
2580.000000	83.701
2620.000000	83.950
2650.000000	84.142
2690.000000	84.385
2720.000000	84.569
2760.000000	84.809
2800.000000	85.030
2850.000000	85.237
2900.000000	85.308
2950.000000	85.333
3000.000000	85.421
3040.000000	85.502
3070.000000	85.552
3110.000000	85.576
3150.000000	85.559
3200.000000	85.526
3250.000000	85.491
3300.000000	85.419
3350.000000	85.303
3400.000000	85.235
3450.000000	85.207
3500.000000	85.147
3550.000000	85.034
3600.000000	84.910
3650.000000	84.762
3700.000000	84.566
3750.000000	84.330
3820.000000	83.992
3870.000000	83.744
3950.000000	83.277
4000.000000	82.941
4060.000000	82.507
4120.000000	82.071
4180.000000	81.623
4250.000000	81.096
4310.000000	80.678
4370.000000	80.281
4440.000000	79.860
4500.000000	79.629
4550.000000	79.564
4620.000000	79.646
4680.000000	79.879
4750.000000	80.359
4820.000000	81.017
4870.000000	81.546
4940.000000	82.269
5000.000000	82.805
5080.000000	83.353
5150.000000	83.703
5220.000000	83.996
5300.000000	84.297
5380.000000	84.568
5450.000000	84.781
5520.000000	84.965
5600.000000	85.118
5700.000000	85.154
5800.000000	85.000
5900.000000	84.646
6000.000000	84.054
6080.000000	83.411
6150.000000	82.743
6220.000000	81.999
6300.000000	81.094
6400.000000	79.939
6500.000000	78.844
6600.000000	77.894
6700.000000	77.097
6800.000000	76.423
6900.000000	75.864
7000.000000	75.420
7100.000000	75.118
7200.000000	74.966
7300.000000	74.953
7400.000000	75.069
7500.000000	75.306
7620.000000	75.694
7750.000000	76.183
7880.000000	76.703
8000.000000	77.189
8120.000000	77.660
8250.000000	78.116
8380.000000	78.438
8500.000000	78.537
8620.000000	78.390
8750.000000	77.945
8850.000000	77.441
9000.000000	76.540
9120.000000	75.759
9250.000000	74.867
9380.000000	73.882
9500.000000	72.842
9620.000000	71.668
9750.000000	70.297
9880.000000	68.939
10000.000000	67.885
10150.000000	67.263
10300.000000	67.781
10440.000000	69.106
10600.000000	71.004
10750.000000	72.706
10900.000000	74.121
11060.000000	75.272
11200.000000	76.028
11380.000000	76.737
11500.000000	77.031
11720.000000	77.015
11800.000000	76.807
12060.000000	75.679
12200.000000	75.073
12410.000000	74.504
12500.000000	74.401
12650.000000	74.376
12800.000000	74.407
13150.000000	73.538
13200.000000	73.260
13400.000000	71.940
13600.000000	70.619
13800.000000	69.616
14000.000000	69.061
14300.000000	68.883
14500.000000	68.999
14750.000000	69.238
15000.000000	69.035
15250.000000	67.951
15500.000000	66.881
15750.000000	67.331
16000.000000	68.981
16250.000000	70.773
16500.000000	72.191
16750.000000	72.988
17000.000000	73.264
17250.000000	73.277
17500.000000	72.858
17750.000000	71.561
18000.000000	69.310
18250.000000	66.597
18500.000000	64.337
18750.000000	63.457
19000.000000	63.971
19250.000000	65.042
19500.000000	66.012
19750.000000	66.610
