* Measurement data measured by REW V5.20.13
* Source: RMS Average 1 Filtered
* Format: 
* Dated: Sep 9, 2023 10:55:50 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: EQ RMS Average 1
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
1875.000000	-1.173
1900.000000	-1.181
1925.000000	-1.190
1950.000000	-1.198
1975.000000	-1.206
2000.000000	-1.214
2030.000000	-1.224
2060.000000	-1.233
2090.000000	-1.243
2120.000000	-1.253
2140.000000	-1.259
2180.000000	-1.272
2200.000000	-1.277
2240.000000	-1.288
2270.000000	-1.295
2300.000000	-1.300
2330.000000	-1.303
2360.000000	-1.305
2400.000000	-1.302
2430.000000	-1.296
2470.000000	-1.283
2500.000000	-1.269
2540.000000	-1.244
2580.000000	-1.213
2620.000000	-1.177
2650.000000	-1.147
2690.000000	-1.103
2720.000000	-1.068
2760.000000	-1.019
2800.000000	-0.970
2850.000000	-0.908
2900.000000	-0.847
2950.000000	-0.789
3000.000000	-0.734
3040.000000	-0.693
3070.000000	-0.663
3110.000000	-0.626
3150.000000	-0.591
3200.000000	-0.550
3250.000000	-0.511
3300.000000	-0.475
3350.000000	-0.440
3400.000000	-0.406
3450.000000	-0.374
3500.000000	-0.343
3550.000000	-0.313
3600.000000	-0.285
3650.000000	-0.258
3700.000000	-0.233
3750.000000	-0.209
3820.000000	-0.179
3870.000000	-0.160
3950.000000	-0.132
4000.000000	-0.117
4060.000000	-0.101
4120.000000	-0.088
4180.000000	-0.076
4250.000000	-0.063
4310.000000	-0.054
4370.000000	-0.047
4440.000000	-0.038
4500.000000	-0.032
4550.000000	-0.027
4620.000000	-0.021
4680.000000	-0.016
4750.000000	-0.010
4820.000000	-0.004
4870.000000	0.000
4940.000000	0.007
5000.000000	0.013
5080.000000	0.023
5150.000000	0.033
5220.000000	0.045
5300.000000	0.061
5380.000000	0.080
5450.000000	0.099
5520.000000	0.121
5600.000000	0.149
5700.000000	0.190
5800.000000	0.235
5900.000000	0.285
6000.000000	0.339
6080.000000	0.384
6150.000000	0.425
6220.000000	0.466
6300.000000	0.515
6400.000000	0.575
6500.000000	0.637
6600.000000	0.698
6700.000000	0.760
6800.000000	0.821
6900.000000	0.882
7000.000000	0.942
7100.000000	1.003
7200.000000	1.063
7300.000000	1.123
7400.000000	1.184
7500.000000	1.244
7620.000000	1.317
7750.000000	1.396
7880.000000	1.476
8000.000000	1.551
8120.000000	1.627
8250.000000	1.711
8380.000000	1.797
8500.000000	1.878
8620.000000	1.960
8750.000000	2.052
8850.000000	2.124
9000.000000	2.235
9120.000000	2.326
9250.000000	2.429
9380.000000	2.539
9500.000000	2.653
9620.000000	2.782
9750.000000	2.945
9880.000000	3.128
10000.000000	3.315
10150.000000	3.571
10300.000000	3.857
10440.000000	4.154
10600.000000	4.530
10750.000000	4.912
10900.000000	5.300
11060.000000	5.679
11200.000000	5.940
11380.000000	6.131
11500.000000	6.160
11720.000000	6.024
11800.000000	5.926
12060.000000	5.516
12200.000000	5.282
12410.000000	4.956
12500.000000	4.828
12650.000000	4.631
12800.000000	4.456
13150.000000	4.175
13200.000000	4.154
13400.000000	4.118
13600.000000	4.144
13800.000000	4.189
14000.000000	4.215
14300.000000	4.166
14500.000000	4.060
14750.000000	3.845
15000.000000	3.543
15250.000000	3.162
15500.000000	2.711
15750.000000	2.204
16000.000000	1.652
16250.000000	1.069
16500.000000	0.469
16750.000000	-0.134
17000.000000	-0.723
17250.000000	-1.280
17500.000000	-1.781
17750.000000	-2.197
18000.000000	-2.487
18250.000000	-2.597
18500.000000	-2.466
18750.000000	-2.066
19000.000000	-1.541
19250.000000	-1.373
19500.000000	-2.221
19750.000000	-4.264
20000.000000	-6.537
